word,count
storm,8
story,29
stout,4
strap,2
straw,7
stray,3
strew,1
strip,2
stuck,7
study,8
stuff,9
stung,4
style,2
sugar,4
suits,1
sulky,3
surge,1
surly,1
swain,2
swear,4
sweat,3
sweep,2
sweet,17
swell,3
swept,3
swift,3
swine,1
swoon,2
swoop,1
sword,4
sworn,2
swung,3
syrup,1
table,87
tails,2
taint,1
taken,69
taker,1
takes,26
tales,2
talks,3
tamed,1
taper,1
tapis,1
tarts,1
taste,11
taunt,1
teach,6
tears,36
tease,2
teeth,14
tells,7
tempt,1
tends,1
tense,1
tenth,1
terms,15
thafe,1
thank,204
tharp,1
thath,1
theer,3
thelf,1
theme,7
thick,11
thief,3
thine,2
thing,77
think,181
third,17
thith,2
thowt,2
three,100
threw,12
throw,19
thumb,3
thump,1
tides,1
tiger,1
tight,11
tiled,2
tiles,2
tilts,1
timed,2
times,76
timid,2
tired,11
tithe,1
title,3
toast,5
today,4
toils,1
token,2
tolls,1
tombs,2
tones,4
tongs,2
tools,5
tooth,2
topic,4
torch,1
total,5
touch,25
towed,1
towel,1
tower,10
trabb,4
trace,4
track,2
trade,10
train,6
trait,1
tramp,1
traps,2
trays,1
tread,5
treat,4
trees,24
trent,1
trial,8
tribe,2
trick,1
tried,34
tries,4
trill,1
troop,1
trout,1
truck,1
truly,29
trunk,4
trust,30
truth,32
tuned,1
tuner,1
tunes,1
turns,15
tutor,2
twain,1
twere,1
twice,29
twins,4
twirl,1
twist,2
tyler,1
umble,7
umbly,1
uncle,13
union,3
unnat,2
upper,2
urged,5
uriah,26
users,1
using,5
usual,52
utter,4
vague,6
valet,2
value,3
vault,1
veins,1
venus,27
verse,4
vexed,2
vicar,2
vices,1
views,8
viper,1
visit,29
vivid,1
voice,85
vowed,1
wager,3
wages,3
waifs,1
waist,8
waits,1
waive,2
walks,8
walls,16
waltz,2
wanst,1
wants,10
wards,3
wares,1
waste,9
watch,19
water,70
waved,3
waver,1
waves,5
waxed,2
wayth,1
wears,3
weary,9
weeds,4
weedy,1
weeks,14
weigh,1
weirs,1
wells,2
werge,1
werry,1
wharf,3
wheel,6
wheer,3
whelp,6
whims,1
whine,2
whips,3
whirl,2
whist,1
white,33
whole,44
whoop,2
whose,52
widdy,8
widen,1
wider,1
widow,3
wills,3
willy,1
winds,4
windy,2
wings,3
winks,1
wiped,4
wiser,4
witch,2
witty,1
wives,5
woman,107
women,19
woods,5
wooer,1
words,73
works,38
world,69
worry,2
worse,30
worst,5
worth,18
would,474
wound,5
wrasp,1
wrath,1
wreak,1
wrest,1
wring,1
wrist,4
write,26
wrong,30
wrote,14
wrung,1
wunst,1
wured,1
yacht,1
yards,3
yawns,1
years,57
yield,2
young,187
yourn,3
youth,8
abased,1
abject,1
aboard,5
abound,1
abroad,6
abrupt,1
absent,6
absurd,4
abuses,1
accent,2
accept,10
access,10
accord,5
accuse,2
acquit,2
across,34
acting,3
action,27
active,16
actual,3
adapts,1
adding,3
admire,3
admits,1
advent,1
advice,13
advise,6
afeerd,1
affair,5
affect,2
afford,6
afloat,3
afraid,37
afresh,2
africa,4
agency,3
aghast,3
agreed,13
aiming,1
airing,2
akimbo,2
albans,1
albany,1
albeit,1
alfred,16
alight,2
alleys,2
allied,2
allows,1
allude,1
almond,1
almost,64
always,179
amazed,1
amazes,1
ambush,1
amends,6
amidst,4
amoong,1
amount,14
amused,5
angels,3
animal,16
ankles,1
annual,3
answer,49
antony,1
anyhow,7
anyone,6
anyway,1
apiece,1
appeal,6
appear,14
apples,2
aprons,2
arched,4
arches,3
archly,2
ardent,1
ardour,1
argued,3
argues,1
aright,1
arnest,1
around,10
arrive,3
arrows,2
artful,2
ascend,1
ascent,2
ashore,5
asides,1
asking,7
aslant,1
asleep,23
aspect,17
assent,3
assert,2
assist,7
assume,1
assure,20
asthma,1
astley,1
asylum,2
attach,3
attack,3
attend,11
attire,5
atwixt,1
author,2
autumn,1
avenue,1
avowal,1
awaits,2
awaken,4
aweary,1
awhile,3
awmust,1
babies,1
babley,1
backed,3
badged,1
badger,8
baffle,3
bagnet,16
bailey,10
baited,2
ballet,1
bamboo,1
bandit,1
banker,2
banter,1
barber,2
barely,2
barges,2
barked,1
barkis,14
barley,2
barred,1
barrel,2
barsad,8
barter,2
basely,1
basins,1
basket,16
basses,1
bathed,1
bather,1
batter,1
battle,5
bawled,2
beacon,2
beadle,5
bearer,2
beasts,1
beaten,2
beauty,13
became,41
become,33
befall,2
beggar,5
begged,7
beggin,1
begins,10
begone,3
behalf,9
beheld,8
behind,77
behold,13
behoof,1
belfry,1
belief,8
belong,6
bengal,1
beseem,1
beside,26
bestow,5
bethel,2
betook,3
betray,1
betsey,8
better,170
beyond,30
bidden,3
bigger,1
bishop,1
biting,6
bitten,1
bitter,6
bitzer,10
blacks,1
blades,1
blasts,1
blight,3
blinds,3
blocks,1
blotch,1
blower,1
bluish,1
boards,4
bobbed,1
bodies,3
bodily,1
boffin,86
boiled,2
boiler,1
boldly,6
bolted,1
bonnet,14
boodle,2
boofer,2
booked,1
booted,2
borrow,3
botany,1
bother,5
bottle,27
bottom,12
boughs,2
bought,12
bounds,2
bounty,1
bourne,1
bowers,1
bowing,2
bowmen,1
boxing,2
boyish,1
branch,3
brandy,17
brazen,2
breach,2
breads,1
breaks,3
breast,29
breath,35
breeze,3
brewer,3
briars,1
bribed,1
bricks,1
bridal,1
bridge,6
bridle,1
briers,1
bright,44
brings,6
briton,1
broken,28
brooks,2
bruise,1
bubble,2
bucket,33
buffer,4
buffum,1
bumble,1
bundle,14
burden,8
bureau,1
burial,3
buried,10
buryin,1
bushes,1
busier,2
busily,3
bustle,2
butter,9
button,10
buyers,1
buying,1
bygone,1
byways,1
cables,1
calico,1
called,71
calmed,2
calmly,4
calves,4
camden,1
camels,2
canary,1
cancel,1
candle,23
cannon,4
cannot,52
canter,4
canvas,1
capers,1
capped,1
carboy,4
career,5
caring,3
carols,1
carpet,3
carted,1
carter,1
carton,17
carved,2
castle,6
cattle,1
caught,15
caused,12
causes,3
cawing,1
ceased,12
cellar,4
centre,1
chafes,3
chains,1
chairs,6
chaise,4
chance,26
change,40
chapel,1
charge,22
charms,5
chaste,2
chaunt,1
cheats,1
checks,3
cheeks,4
cheers,1
cheery,1
cheese,5
cheggs,4
cheque,2
cherry,9
cherub,3
chests,1
chiefs,1
chilly,2
chimes,1
chinks,2
choice,9
choked,3
choker,1
cholic,1
choose,7
chords,2
chorus,5
chosen,7
chubby,3
church,41
circle,8
cities,1
claims,4
clause,4
cleave,2
clerks,5
clever,7
client,6
cliffs,1
climax,1
clings,1
cloaks,2
clocks,6
closed,24
closer,8
closes,1
closet,7
clouds,5
cloves,1
clumps,1
clumsy,3
coarse,12
coated,1
coaxed,1
cocked,3
cockle,1
codger,1
codlin,8
coffee,17
coffin,4
coiled,1
colder,4
coldly,1
collar,9
colony,1
colour,14
combed,1
comely,1
comers,2
coming,83
commit,4
common,27
comply,11
concur,2
confab,1
confer,3
conger,1
convey,1
convoy,1
cooler,1
coolly,5
cooped,1
copied,2
copies,10
copper,3
corner,72
corpse,2
costly,1
cotton,2
couldn,54
county,1
couple,12
course,88
courts,4
cousin,20
covent,3
covers,2
covert,2
coward,2
cowper,1
cracks,1
cradle,3
crafty,1
craned,1
cranky,1
cravat,3
craven,1
crease,1
credit,20
crimes,1
crisis,5
crowds,1
crowns,3
crusoe,1
crutch,3
crying,16
curled,1
cursed,1
curses,1
curtsy,4
curved,1
custom,11
dagger,3
dainty,3
damage,11
damsel,1
danced,1
dancer,1
dances,1
danger,11
daniel,8
daring,6
darker,3
darkly,2
darnay,19
darted,3
dartle,5
dashed,6
dashes,1
daubed,1
dayvle,1
deadly,3
dearer,1
dearly,5
deaths,1
debate,1
deceit,1
decent,7
decide,3
decree,1
deemed,6
deeper,4
deeply,7
defeat,2
defect,20
defies,1
define,1
deftly,1
degree,13
demand,5
denial,1
denied,2
denser,1
depart,2
depend,4
deploy,1
depone,1
deport,1
depths,2
deputy,12
derive,2
desert,5
design,4
desire,22
detach,1
detail,6
detain,3
detect,1
detest,2
device,2
devise,2
devoid,1
devote,1
dimmed,1
dimple,1
dining,8
dinner,55
dipped,3
direct,5
disarm,1
dishes,2
dismal,10
dismay,4
divers,4
divest,1
divide,3
divine,1
doctor,78
doffin,1
doings,1
dollar,1
domain,1
donate,10
donkey,3
doodle,2
doomed,1
doting,1
dotted,1
double,8
doubts,6
dozing,2
drafts,1
dragon,11
draper,1
drawer,8
dreams,6
dreamy,4
dreary,4
drinks,4
driven,3
driver,5
drives,1
drover,1
drowsy,4
drying,3
dunder,1
durden,3
duties,9
earned,1
earthy,2
easier,2
easily,21
easing,1
eating,8
ebbing,1
echoed,1
echoes,3
eddard,2
editor,2
edward,4
effect,26
effort,24
egbert,2
eighty,1
either,59
elbows,9
elders,1
eldest,3
eleven,6
elicit,1
elijah,4
eluded,2
embers,2
emblem,1
embody,1
emerge,1
empire,2
employ,3
enable,2
encore,1
ending,2
endure,4
energy,7
engage,1
engine,5
enjoin,1
enjoys,1
enough,84
ensued,5
ensure,1
enters,2
entire,1
equity,2
erboff,1
errand,6
erring,1
escape,13
escort,3
estate,3
esteem,3
esther,30
eugene,50
europe,1
evaded,1
evenly,1
events,9
evokes,1
ewents,1
except,55
excess,1
excise,1
excuge,1
excuse,27
exempt,1
exists,10
expect,17
extend,1
extent,20
extras,2
eyeing,3
fabled,1
fabric,1
facing,2
fading,2
fagots,1
failed,8
fairer,1
fairly,1
fallen,19
falter,1
family,68
famine,1
famous,5
faring,1
farmer,1
faster,8
father,127
faults,2
favour,27
feared,7
fectly,1
feeble,8
feebly,4
feline,1
felled,1
feller,1
fellow,73
felony,1
female,7
fenced,1
fender,5
fervid,1
fetter,1
fevers,1
fiddle,3
fidget,1
fields,9
fierce,3
figure,48
filial,2
filing,1
filled,8
finest,1
finger,36
finish,9
firing,2
firmly,2
fisted,1
fitted,3
fixing,1
flames,4
flares,1
flaxen,1
fleeth,1
fleshy,1
flight,4
flints,1
floors,1
florid,1
flowed,3
flower,11
fluffy,1
flying,8
folded,22
folked,1
foller,1
follow,16
fondle,1
fontin,1
footed,1
forage,1
forbid,7
forced,11
forces,1
forest,2
forged,1
forget,21
forgit,1
forgot,7
formal,2
formed,11
former,25
fortun,1
foulon,2
fourth,2
framed,2
frames,2
france,14
francs,1
frayed,2
freely,23
french,14
friars,1
friday,3
friend,132
fright,3
frigid,2
frills,1
fringe,1
fronts,2
frosty,2
frowns,1
frozen,1
fruits,2
frying,2
fungus,1
funnel,1
futile,2
future,11
gables,2
gaffer,10
gagged,2
gaiety,1
gained,5
gainst,1
galaxy,1
galled,1
galley,2
gammon,2
gander,1
gaoler,1
gaping,2
garden,45
garret,2
gather,5
gayest,3
gazing,4
gender,1
genial,2
genies,1
genius,6
gentle,15
gently,14
george,84
georgy,1
german,1
ghosts,3
giants,1
gibbet,1
gifted,2
giggle,1
ginger,2
girded,1
girdle,1
giving,31
gladly,2
glance,29
glared,1
glares,1
glazed,1
glibly,2
glided,3
glides,1
gloomy,13
gloved,1
gloves,10
gnawed,1
goaded,1
goblet,1
goblin,1
godson,1
goggle,1
goings,3
golden,20
goodly,1
goosed,1
gorgon,2
gospel,1
gothic,1
govern,1
graced,2
graces,4
graham,2
grains,2
granny,1
grapes,1
grated,1
grater,1
gratis,1
gravel,2
graves,7
grease,1
greasy,2
greedy,4
greens,1
greyer,1
grieve,1
grimly,1
grisly,1
gritty,3
grocer,1
grooms,1
groped,1
ground,43
groups,3
groves,2
growed,2
grower,1
growth,4
guards,2
guests,5
guided,3
guilty,9
guinea,1
guitar,3
guster,6
gutter,3
habits,5
hailed,1
haired,5
halloa,26
halted,1
halves,2
hamlet,1
hammer,4
hamper,1
handed,11
handel,6
hander,1
handle,9
hanged,4
hansom,2
happen,11
harder,2
hardly,37
harkee,3
harmon,9
harold,3
harris,8
hasten,1
hatred,1
hatton,1
hauled,1
haunch,1
haunts,2
hawdon,2
hazard,2
headed,16
health,13
heaped,3
hearin,1
hearse,1
hearth,11
hearts,15
hearty,4
heated,5
heaved,1
heaven,50
heaver,1
heaves,2
hebrew,1
hedged,1
hedges,1
height,4
helena,13
helmet,1
helped,8
hemmed,1
hereby,1
herein,4
heresy,2
hermit,1
heroic,1
hetter,1
hewers,2
heyday,5
hidden,5
hiding,6
higden,3
higher,3
highly,18
hindoo,1
hinges,1
hinted,7
hisses,1
hither,1
hoarse,6
holder,1
holloa,3
hollow,14
homage,4
homely,3
hominy,9
honest,28
honour,46
hooded,1
hooked,1
hooray,1
hooted,1
hoping,2
hopped,1
horror,6
horses,25
horthe,1
housed,1
houses,26
houthe,1
hubble,1
hugged,1
hugger,1
humane,1
humble,15
humbly,5
humbug,2
hummed,2
humour,14
hunger,1
hungry,5
hunted,1
hunter,1
hurrah,2
hushed,1
idlers,1
images,1
impair,2
impart,4
impose,1
income,5
indeed,207
indict,1
indies,1
induce,3
infamy,1
infant,11
infirm,2
inform,2
injury,10
inland,1
inmate,4
insane,1
insect,1
inside,15
insult,1
intend,1
intent,6
invest,2
invite,2
inward,3
island,2
issued,4
issues,1
jackal,1
jacket,2
jagged,4
jammed,1
jargon,1
jarley,14
jarvis,2
jasper,29
jawlly,1
jerked,2
jewels,3
jewish,1
jintly,1
jobbed,2
jocose,1
jogged,2
johnny,6
joined,6
joking,2
joseph,5
joshua,1
josiah,4
jovial,1
jowled,1
joyful,5
joyous,1
judged,3
judges,2
julius,4
jumble,2
junior,3
justly,2
keenly,3
keeper,7
kerrig,1
kettle,5
kibble,1
kidney,1
killed,5
kimber,1
kinder,2
kindly,16
kissed,7
kisses,3
kittle,1
knaves,1
knight,3
knives,6
knotty,1
knowed,3
koodle,1
labour,10
ladder,2
ladies,27
lalley,1
lammle,32
lancet,1
landed,3
lapsed,2
larger,2
lashes,2
lasted,4
lastly,2
lately,8
latent,1
latest,1
latter,17
laughs,3
lavish,1
lawful,1
lawyer,8
layest,1
laying,11
layman,1
lazily,1
leaden,3
leaned,6
leaped,1
learnt,9
leaves,17
leavth,1
lected,1
legacy,3
legend,3
legged,5
lender,1
length,38
lessen,1
lesson,5
letter,50
levity,2
liable,13
libels,1
liefer,1
lifted,4
lights,18
lignum,5
likely,23
liking,2
lilies,1
limits,4
limpid,1
linger,1
linked,5
lipped,1
liquor,4
lisped,1
listed,1
listen,16
litter,3
little,455
lively,5
livery,2
living,24
lizzie,52
loaded,5
loaves,3
locked,11
locker,2
lodger,9
lodges,1
london,48
lonely,8
longed,1
longer,13
looked,169
lookee,4
looken,1
looker,1
lookie,1
lookye,1
loosen,2
looser,1
losing,3
louder,3
loudly,3
louisa,47
lounge,2
lovely,6
lovers,2
loving,1
lowest,2
lugged,1
lunacy,2
lunges,1
luxury,1
madame,35
madder,1
madman,2
magpie,2
maiden,2
mainly,1
majors,1
makers,1
making,76
maldon,7
malice,2
manage,8
manger,1
mangle,2
manner,128
marble,2
margin,4
marine,1
marked,8
market,22
marley,11
marrow,1
martha,9
martin,162
mashed,1
mashes,1
master,72
matron,1
matter,52
mature,2
meagre,2
meaner,1
meanly,1
meekly,4
mellow,1
melody,1
melted,4
member,10
memory,14
menace,2
mended,3
mender,4
mental,7
merely,20
merits,3
meshes,1
messrs,1
method,2
middle,10
midway,3
mightn,6
mighty,14
mildly,1
milton,1
milvey,2
minded,10
mingle,3
minnie,7
minute,28
mirror,4
misery,12
missed,5
misses,2
missis,5
mister,6
mixing,3
mixtur,1
mizzle,2
mocked,1
moddle,3
modern,6
modest,5
moment,102
monday,5
monied,1
months,16
moored,1
mopped,1
morals,1
morgan,1
morose,1
morrow,38
morsel,3
mortal,4
mortar,2
mosses,1
mostly,1
mother,111
motion,5
motive,4
mouldy,2
mounds,3
mouths,3
moving,22
muddle,4
muffin,2
mulled,2
murder,22
murmur,5
muscle,1
museum,2
musing,2
muslin,1
mutely,1
mutton,11
mutual,5
nailed,1
namely,2
nankin,1
naples,1
narrer,1
narrow,9
nation,3
native,5
nature,49
nausea,1
nearby,1
nearer,23
nearly,17
neatly,2
necked,2
nectar,1
needed,7
needle,3
nephew,16
nerved,1
nerves,2
nicely,1
nicest,1
nicety,1
nigher,1
nights,12
nimble,1
nimbly,1
ninety,2
nobler,1
nobles,1
nobley,2
nobody,54
nodded,7
nohows,1
noodle,1
norman,1
norris,3
norway,1
notary,6
nothin,4
notice,27
noting,1
notion,12
nought,1
nudged,1
number,28
nursed,2
nussed,1
nutmeg,2
obeyed,1
object,32
oblige,3
oblong,1
obtain,11
occupy,6
occurs,1
odious,4
offend,2
offers,3
office,52
oldest,3
omened,1
onward,2
oozing,1
opaque,1
opened,42
openly,5
oracle,5
orange,1
orator,1
orders,10
origin,1
orlick,6
ormolu,1
orphan,11
oswald,1
others,38
oughtn,1
ounces,1
outlaw,3
outlay,1
outlet,1
outset,1
overdo,1
oxford,2
oyster,9
pacify,1
packed,2
packer,1
packet,7
palace,1
palate,1
pallet,1
pallid,1
paltry,1
pander,1
panted,1
pantry,3
papers,28
parcel,3
pardon,43
parent,10
parish,5
parker,2
parley,1
parrot,5
parson,1
parted,10
partly,9
passed,69
passes,4
pasted,2
pastor,1
pastry,2
patent,3
patron,6
patted,2
pauper,2
paused,10
pauses,3
paying,6
peachy,2
pearls,1
pearly,1
peeped,1
peffer,2
pegged,1
pencil,6
people,119
pepper,4
perils,1
period,15
perish,1
permit,6
person,70
petrel,1
petted,1
phases,1
philip,1
phrase,15
physic,4
picked,6
pickle,1
pidger,2
pieced,1
pieces,13
pigeon,1
piling,1
pillar,2
pillow,9
pimple,2
pimply,1
pinted,1
piping,1
pirate,1
pitied,3
pitman,2
pitted,1
placed,9
places,20
placid,3
plague,1
plants,1
plates,8
played,14
player,1
please,63
plenty,9
plight,1
plough,1
plunge,2
plural,2
pocket,84
poetry,4
pogram,3
points,6
poised,1
poison,3
poking,2
police,6
policy,3
polish,5
polite,4
poorer,6
poorly,8
poplar,1
poring,2
porter,7
portly,1
posted,11
poster,1
potent,1
potion,1
pounce,2
pounds,26
poured,7
powder,6
powers,5
powler,1
praise,7
prayed,3
prayer,6
preach,1
prefer,2
pretty,97
preyed,1
prices,1
primed,1
prince,14
prints,1
prison,16
profit,6
prompt,1
proofs,1
proper,8
proved,8
proves,3
provis,4
prowls,1
prying,3
public,40
pubsey,4
puffed,1
puffer,2
pulled,10
pulley,1
pulpit,2
punish,2
punkin,1
pupils,3
purged,1
purple,3
pursed,1
purses,2
pursue,7
pushed,6
putnam,1
putney,3
puzzle,1
quacks,1
quaint,3
quarry,1
quebec,3
queens,2
quoted,1
rabble,1
ragged,5
raging,3
rained,1
raised,27
rakish,1
random,4
rapped,1
rarely,6
rarity,2
rascal,2
rasper,2
rather,110
rattle,4
raving,1
razors,1
reader,2
really,108
reared,4
reason,47
recall,9
recent,1
recess,1
recipe,2
reckon,2
recoil,2
record,3
reduce,2
reetch,1
refers,2
refuge,6
refuse,2
regard,16
regent,1
region,6
regret,11
reject,2
rejoin,1
relate,1
relics,1
relied,1
relief,9
relish,8
remain,25
remark,18
remedy,1
remind,2
remiss,1
remote,3
remove,1
render,9
renown,1
repaid,2
repair,4
repast,2
repeat,9
repent,2
repoge,1
report,10
repose,8
repute,1
rescue,3
resent,1
reside,1
resign,1
resist,2
resort,3
rested,5
result,2
resume,2
retain,1
retire,4
retort,5
return,35
revert,2
review,1
revive,2
reward,7
ribbed,1
ribbon,4
riches,2
richly,2
ridden,1
riddle,1
ridges,1
riding,7
rifles,1
rigged,1
rights,4
rinses,1
rising,18
rivers,1
rivoli,1
roared,2
robbed,2
robber,2
rogues,1
rolled,7
rooted,4
rotted,1
rotten,3
rounds,1
roused,7
routed,1
rovers,1
roving,1
rowing,1
rubbed,5
rudder,1
rugged,2
ruined,3
rumble,1
rumour,2
rumple,1
rushed,5
rushes,3
rustic,4
sacred,4
saddle,4
safely,4
safest,1
safety,4
sahara,2
sailed,1
sailor,1
sainte,1
sairah,1
sairey,3
salary,6
sallow,3
salmon,3
salute,1
sanded,1
sapped,2
sapsea,7
sarser,1
saucer,2
savage,2
saving,10
sawyer,1
saxony,1
saying,43
scales,2
scanty,5
scarce,1
scared,2
scarum,2
scenes,2
scents,3
scheme,4
school,32
scored,1
scores,4
scotch,1
scouts,3
scrape,1
scraps,6
scream,3
screen,3
scythe,1
sealed,5
seaman,2
seamed,1
search,10
season,11
seated,16
second,32
secret,38
secure,4
sedate,1
seeing,41
seemed,104
seized,12
seizes,2
seldom,11
select,2
senses,11
sequel,2
seraph,1
serene,2
series,7
served,5
serves,1
settle,6
severe,6
sewing,1
sexton,6
shabby,6
shaded,4
shades,2
shadow,32
shafts,1
shaggy,1
shaken,6
shakes,5
shakin,1
shamed,1
shapes,8
shared,2
shares,2
sharks,1
shaved,1
shawls,1
sheets,3
shells,6
sherry,4
shines,2
shiver,2
shocks,1
shoots,2
shorts,1
shouts,1
shoved,1
shovel,5
showed,17
shower,2
shrewd,8
shriek,1
shrill,8
shrine,1
shrink,5
shrunk,6
sickly,1
sighed,2
signal,2
signed,2
silent,32
silver,7
simile,2
simper,1
simple,13
simply,6
singed,1
singer,3
single,30
sinner,1
sipped,1
sister,73
sitter,1
sittin,2
skinny,1
skirts,6
skulls,1
sleary,7
sleeps,1
sleepy,3
sleeve,5
sliced,1
slices,2
slided,1
slight,19
sloppy,17
slower,1
slowly,32
sluice,2
slushy,1
smarts,1
smears,1
smells,1
smiled,10
smiles,2
smiter,1
smites,1
smoked,4
smokes,1
smooth,10
snares,1
sneeze,4
sniffs,1
snobby,2
snores,1
soaked,1
sobbed,1
social,9
soften,4
softer,3
softly,34
soiled,1
solely,6
solemn,15
sombre,2
sooner,19
sophia,3
sordid,4
sorely,2
sorrow,10
sought,11
sounds,16
source,5
soured,1
soused,1
sowing,1
spades,1
spared,6
sparks,4
speaks,2
speech,14
speedy,2
spends,1
sphere,4
spiced,1
spiked,1
spikes,1
spirit,40
spites,1
splash,1
spleen,1
splits,1
spoilt,2
spoken,20
spoons,1
sports,2
sprang,1
spread,9
sprigs,1
spring,6
spruce,1
sprung,3
square,13
squire,1
stable,6
stages,3
stairs,33
stakes,1
stalks,2
stands,10
staple,1
stared,5
stares,1
starts,1
starve,3
stated,9
states,34
statue,1
status,10
staved,1
stayed,3
steady,13
steeds,1
stewed,2
sticks,1
stigma,1
stitch,1
stocks,1
stolen,3
stolid,1
stoned,1
stones,9
stools,2
stored,2
stores,2
storey,1
storms,1
stormy,1
strain,5
strait,1
strand,2
stream,8
street,79
stress,4
strewn,2
strict,1
strife,4
strike,9
string,2
stripe,1
strive,1
strode,1
stroke,6
stroll,7
strong,68
strove,1
struck,32
studio,1
stumps,2
stupid,5
sturdy,1
styles,1
subdue,1
submit,4
sucked,2
sudden,14
suffer,3
suited,3
suitor,3
sullen,2
sultan,2
summer,16
summit,3
summon,2
summun,1
sunday,11
sundry,3
sunken,1
sunset,1
supped,1
supper,16
supply,4
surely,37
surrey,2
survey,4
swains,1
swampy,1
sweeps,1
sweets,2
swills,2
swipey,2
swivel,1
swords,2
sydney,16
symond,2
syntax,1
system,11
tables,2
tacked,1
tacker,3
tackle,1
taints,1
takers,1
taking,74
talent,5
talked,12
tallow,1
tangle,2
tapley,19
tapped,2
tartar,4
tasted,1
tastes,1
taught,13
taunts,3
tavern,4
taxers,1
teacup,1
teapot,6
tedium,1
teemed,1
temper,12
temple,12
tenant,2
tender,8
termed,1
terror,12
thanks,11
thence,2
theory,1
things,99
thinks,13
thirds,3
thirst,3
thirty,17
thixth,1
thomas,18
thorns,1
though,210
thread,6
threat,1
thrice,7
thrill,2
throat,15
throne,2
thrown,21
throws,1
thrush,1
thrust,8
thtand,1
thumbs,1
ticket,1
tickle,1
tights,2
tilted,1
timber,3
timely,2
tinged,1
tingle,2
tinker,2
tinsel,1
tinted,1
tiptoe,1
tirely,1
tisher,2
tissue,2
tobago,1
todger,1
toiled,1
toiler,1
toilet,2
tokens,2
tongue,9
tooled,1
topics,2
topper,2
topple,1
tossed,4
toughy,1
toward,1
towers,8
towing,2
toying,1
traced,2
traces,5
tracks,2
trades,1
trains,1
trance,1
travel,9
treads,2
treats,1
trials,5
tricks,3
trifle,5
tripod,1
trivet,1
trough,1
trowel,1
truest,2
trunks,1
truths,1
trying,24
tucked,2
tucker,1
tumble,2
tumour,1
tumult,4
tungay,2
tunnel,1
tureen,1
turned,83
turnin,1
turret,2
twelve,9
twenty,61
twould,3
tyrant,1
uglier,1
unable,10
unbear,1
unbind,1
unborn,1
uncles,1
undraw,1
uneasy,7
uneven,1
unfelt,1
unique,1
unison,1
united,14
unjust,2
unkind,2
unless,45
unlike,7
unreal,1
unruly,1
unseen,1
untidy,1
unties,1
untold,2
unused,1
upheld,1
uphold,1
uproar,1
upshot,2
upside,3
upward,4
urging,1
useful,3
utmost,17
vacant,8
vainly,1
valley,1
vanity,1
vapour,2
varied,1
vastly,1
vaults,1
veered,1
veiled,1
velvet,2
venial,1
verbal,2
verger,1
verily,2
vermin,4
verona,2
versed,1
vessel,4
vestry,2
vholes,14
viands,2
victim,8
viewed,1
vigour,2
violet,1
virtue,8
visage,3
visits,4
vistas,1
voices,14
volume,3
vortex,1
voyage,1
vuffin,1
vulgar,1
wading,1
wafers,3
wafted,1
wagged,1
waggon,4
waging,1
waists,2
waited,12
waiter,14
waking,5
walcot,1
walked,31
walker,1
wallet,2
wallow,1
walnut,3
wander,1
wanted,34
wanton,1
warded,2
warmed,1
warmer,3
warmly,2
warmth,5
warned,2
warped,1
washed,6
wasted,6
waters,5
watery,2
waving,9
weakly,1
wealth,5
weapon,4
weaver,2
weazen,1
weevle,1
weighs,1
weight,15
werted,1
wheels,9
whence,1
whiffs,1
whiles,2
whitey,2
wholly,7
wicked,7
wicket,3
widely,2
widens,1
wigged,1
wilder,1
wildly,8
wilfer,9
wilful,1
willed,3
winder,1
window,81
winged,1
winked,3
winner,1
winter,10
wintry,3
wipers,1
wiping,5
wisdom,11
wisely,1
wisest,1
wished,24
wishes,8
wishin,1
withal,2
within,65
witted,1
woeful,1
wonder,30
wooded,1
wooden,18
wopsle,10
worked,18
workin,1
wormed,1
worrit,1
worthy,19
wouldn,55
wounds,5
wrench,1
wretch,3
writer,4
writin,2
wrongs,1
yearly,2
yellow,11
yesday,1
yonder,9
yorick,1
zoodle,1
abandon,4
abashed,1
abiding,1
ability,5
abolish,2
abraham,1
absence,8
abstain,1
academy,1
accents,1
accepts,1
account,45
accused,2
achieve,1
acquire,2
actions,2
actress,1
adapted,2
addison,1
address,20
adjured,1
admiral,1
admired,8
admirer,2
admires,1
adopted,6
advance,6
adverse,3
advised,3
adviser,7
advises,1
affable,4
affably,1
affairs,19
affixed,1
afflict,1
affront,3
agonies,3
aground,1
aladdin,1
alarmed,5
alleged,1
allowed,3
alluded,3
almanac,2
alonger,3
already,60
altered,9
alwayth,1
amateur,5
amazing,1
ambling,2
amended,1
america,4
amiable,9
amiably,1
amongst,1
amorous,1
amounts,2
amuthed,1
anatomy,2
anchors,1
ancient,11
angelic,1
angrily,6
anguish,1
angular,2
animals,5
animate,1
annoyed,1
annuity,2
another,247
answers,5
anthony,6
antoine,8
antwerp,1
anxiety,12
anxious,24
anybody,33
anythin,1
anyways,3
anywise,2
apology,3
appeals,1
appears,17
applied,11
appoint,1
apprise,1
approve,3
apropos,1
archive,30
archway,1
arduous,1
arguing,1
arising,1
armoury,1
aroused,1
arrange,4
arrayed,1
arrears,2
arrival,15
arrived,18
arrives,2
article,11
artists,1
artless,1
ashamed,13
askance,1
aspires,1
assault,1
assists,1
assumed,6
assured,6
assures,1
astound,1
asunder,4
attempt,8
attends,1
attired,3
attract,2
auction,2
audible,6
auditor,2
augured,1
availed,3
avarice,1
avenues,3
averted,2
